STATE FIPS,COUNTY FIPS,STATE/TERRITORY NAME,COUNTY NAME, 2010 POPULATION , 2015 POPULATION , LAND AREA (Sqare Miles) 
30,015,Montana,Chouteau County," 5,813 "," 5,767 "," 3,972.488 "
30,017,Montana,Custer County," 11,699 "," 12,135 "," 3,783.362 "
30,019,Montana,Daniels County," 1,751 "," 1,760 "," 1,426.105 "
30,021,Montana,Dawson County," 8,966 "," 9,625 "," 2,371.865 "
30,023,Montana,Deer Lodge County," 9,298 "," 9,139 ", 736.530 
30,025,Montana,Fallon County," 2,890 "," 3,190 "," 1,620.772 "
30,027,Montana,Fergus County," 11,586 "," 11,427 "," 4,339.803 "
30,029,Montana,Flathead County," 90,928 "," 96,165 "," 5,087.660 "
30,031,Montana,Gallatin County," 89,513 "," 100,739 "," 2,602.689 "
30,033,Montana,Garfield County," 1,206 "," 1,314 "," 4,675.356 "
30,035,Montana,Glacier County," 13,399 "," 13,647 "," 2,995.937 "
30,037,Montana,Golden Valley County, 884 , 827 ," 1,175.342 "
30,039,Montana,Granite County," 3,079 "," 3,240 "," 1,727.415 "
30,041,Montana,Hill County," 16,096 "," 16,572 "," 2,898.955 "
30,043,Montana,Jefferson County," 11,406 "," 11,645 "," 1,656.257 "
30,045,Montana,Judith Basin County," 2,072 "," 1,926 "," 1,869.821 "
30,047,Montana,Lake County," 28,746 "," 29,457 "," 1,490.150 "
30,049,Montana,Lewis and Clark County," 63,395 "," 66,418 "," 3,458.828 "
30,051,Montana,Liberty County," 2,339 "," 2,408 "," 1,430.045 "
30,053,Montana,Lincoln County," 19,687 "," 19,052 "," 3,612.916 "
30,055,Montana,McCone County," 1,734 "," 1,683 "," 2,643.172 "
30,057,Montana,Madison County," 7,691 "," 7,915 "," 3,587.484 "
30,059,Montana,Meagher County," 1,891 "," 1,830 "," 2,391.913 "
30,061,Montana,Mineral County," 4,223 "," 4,251 "," 1,219.437 "
30,063,Montana,Missoula County," 109,299 "," 114,181 "," 2,593.424 "
30,065,Montana,Musselshell County," 4,538 "," 4,582 "," 1,868.155 "
30,067,Montana,Park County," 15,636 "," 15,972 "," 2,803.063 "
30,069,Montana,Petroleum County, 494 , 475 ," 1,654.871 "
30,071,Montana,Phillips County," 4,253 "," 4,169 "," 5,140.035 "
30,073,Montana,Pondera County," 6,153 "," 6,184 "," 1,622.863 "
30,075,Montana,Powder River County," 1,743 "," 1,773 "," 3,297.298 "
30,077,Montana,Powell County," 7,027 "," 6,840 "," 2,326.392 "
30,079,Montana,Prairie County," 1,179 "," 1,160 "," 1,736.737 "
30,081,Montana,Ravalli County," 40,212 "," 41,373 "," 2,390.821 "
30,083,Montana,Richland County," 9,746 "," 11,960 "," 2,084.143 "
30,085,Montana,Roosevelt County," 10,425 "," 11,476 "," 2,354.793 "
30,087,Montana,Rosebud County," 9,233 "," 9,398 "," 5,010.402 "
30,089,Montana,Sanders County," 11,413 "," 11,336 "," 2,760.524 "
30,091,Montana,Sheridan County," 3,384 "," 3,687 "," 1,677.080 "
30,093,Montana,Silver Bow County," 34,200 "," 34,622 ", 718.477 
30,095,Montana,Stillwater County," 9,117 "," 9,486 "," 1,795.350 "
30,097,Montana,Sweet Grass County," 3,651 "," 3,634 "," 1,855.205 "
30,099,Montana,Teton County," 6,073 "," 6,104 "," 2,272.375 "
30,101,Montana,Toole County," 5,324 "," 5,087 "," 1,915.647 "
30,103,Montana,Treasure County, 718 , 697 , 977.398 
30,105,Montana,Valley County," 7,369 "," 7,659 "," 4,925.819 "
30,107,Montana,Wheatland County," 2,168 "," 2,110 "," 1,423.195 "
30,109,Montana,Wibaux County," 1,017 "," 1,130 ", 889.265 
30,111,Montana,Yellowstone County," 147,972 "," 157,048 "," 2,633.294 "
31,001,Nebraska,Adams County," 31,364 "," 31,587 ", 563.272 
31,003,Nebraska,Antelope County," 6,685 "," 6,414 ", 857.218 
31,005,Nebraska,Arthur County, 460 , 456 , 715.355 
31,007,Nebraska,Banner County, 690 , 788 , 746.114 
31,009,Nebraska,Blaine County, 478 , 487 , 710.874 
31,011,Nebraska,Boone County," 5,505 "," 5,315 ", 686.554 
31,013,Nebraska,Box Butte County," 11,308 "," 11,337 "," 1,075.293 "
31,015,Nebraska,Boyd County," 2,099 "," 2,006 ", 539.940 
31,017,Nebraska,Brown County," 3,145 "," 2,946 "," 1,221.333 "
31,019,Nebraska,Buffalo County," 46,102 "," 48,863 ", 968.112 
31,021,Nebraska,Burt County," 6,858 "," 6,585 ", 491.581 
31,023,Nebraska,Butler County," 8,395 "," 8,115 ", 584.907 
31,025,Nebraska,Cass County," 25,241 "," 25,512 ", 557.446 
31,027,Nebraska,Cedar County," 8,852 "," 8,564 ", 740.312 
31,029,Nebraska,Chase County," 3,966 "," 3,956 ", 894.419 
31,031,Nebraska,Cherry County," 5,713 "," 5,848 "," 5,960.422 "
31,033,Nebraska,Cheyenne County," 9,998 "," 10,167 "," 1,196.287 "
31,035,Nebraska,Clay County," 6,542 "," 6,309 ", 572.289 
31,037,Nebraska,Colfax County," 10,515 "," 10,520 ", 411.660 
31,039,Nebraska,Cuming County," 9,139 "," 9,125 ", 570.619 
31,041,Nebraska,Custer County," 10,939 "," 10,806 "," 2,575.522 "
31,043,Nebraska,Dakota County," 21,006 "," 20,781 ", 264.255 
31,045,Nebraska,Dawes County," 9,182 "," 9,055 "," 1,396.464 "
31,047,Nebraska,Dawson County," 24,326 "," 23,886 "," 1,013.096 "
31,049,Nebraska,Deuel County," 1,941 "," 1,921 ", 439.851 
31,051,Nebraska,Dixon County," 6,000 "," 5,797 ", 476.232 
31,053,Nebraska,Dodge County," 36,691 "," 36,706 ", 528.706 
31,055,Nebraska,Douglas County," 517,110 "," 550,064 ", 328.455 
31,057,Nebraska,Dundy County," 2,008 "," 1,799 ", 919.678 
31,059,Nebraska,Fillmore County," 5,890 "," 5,619 ", 575.371 
31,061,Nebraska,Franklin County," 3,225 "," 2,985 ", 575.816 
31,063,Nebraska,Frontier County," 2,756 "," 2,624 ", 974.592 
31,065,Nebraska,Furnas County," 4,959 "," 4,862 ", 719.132 
31,067,Nebraska,Gage County," 22,311 "," 21,900 ", 851.491 
31,069,Nebraska,Garden County," 2,057 "," 1,918 "," 1,704.283 "
31,071,Nebraska,Garfield County," 2,049 "," 2,028 ", 569.790 
31,073,Nebraska,Gosper County," 2,044 "," 1,973 ", 458.155 
31,075,Nebraska,Grant County, 614 , 641 , 776.224 
31,077,Nebraska,Greeley County," 2,538 "," 2,429 ", 569.811 
31,079,Nebraska,Hall County," 58,607 "," 61,680 ", 546.289 
31,081,Nebraska,Hamilton County," 9,124 "," 9,190 ", 542.878 
31,083,Nebraska,Harlan County," 3,423 "," 3,452 ", 553.466 
31,085,Nebraska,Hayes County, 967 , 932 , 713.062 
31,087,Nebraska,Hitchcock County," 2,908 "," 2,883 ", 709.943 
31,089,Nebraska,Holt County," 10,435 "," 10,313 "," 2,412.399 "
31,091,Nebraska,Hooker County, 736 , 732 , 721.121 
31,093,Nebraska,Howard County," 6,274 "," 6,409 ", 569.337 
31,095,Nebraska,Jefferson County," 7,547 "," 7,263 ", 570.185 
31,097,Nebraska,Johnson County," 5,217 "," 5,173 ", 376.051 
31,099,Nebraska,Kearney County," 6,489 "," 6,585 ", 516.244 
31,101,Nebraska,Keith County," 8,368 "," 8,063 "," 1,061.600 "
31,103,Nebraska,Keya Paha County, 824 , 804 , 773.072 
31,105,Nebraska,Kimball County," 3,821 "," 3,689 ", 951.846 
31,107,Nebraska,Knox County," 8,701 "," 8,543 "," 1,108.350 "
31,109,Nebraska,Lancaster County," 285,407 "," 306,468 ", 837.548 
31,111,Nebraska,Lincoln County," 36,288 "," 35,656 "," 2,564.068 "
31,113,Nebraska,Logan County, 763 , 777 , 570.660 
31,115,Nebraska,Loup County, 632 , 585 , 568.290 
31,117,Nebraska,McPherson County, 539 , 475 , 858.976 
31,119,Nebraska,Madison County," 34,876 "," 35,039 ", 572.743 
31,121,Nebraska,Merrick County," 7,845 "," 7,787 ", 484.881 
31,123,Nebraska,Morrill County," 5,042 "," 4,854 "," 1,423.838 "
31,125,Nebraska,Nance County," 3,735 "," 3,595 ", 441.633 
31,127,Nebraska,Nemaha County," 7,248 "," 7,046 ", 407.382 
31,129,Nebraska,Nuckolls County," 4,500 "," 4,329 ", 575.155 
31,131,Nebraska,Otoe County," 15,740 "," 15,984 ", 615.631 
31,133,Nebraska,Pawnee County," 2,773 "," 2,659 ", 431.075 
31,135,Nebraska,Perkins County," 2,970 "," 2,944 ", 883.335 
31,137,Nebraska,Phelps County," 9,188 "," 9,296 ", 539.790 
31,139,Nebraska,Pierce County," 7,266 "," 7,208 ", 573.249 
31,141,Nebraska,Platte County," 32,237 "," 32,847 ", 674.059 
31,143,Nebraska,Polk County," 5,406 "," 5,202 ", 438.345 
31,145,Nebraska,Red Willow County," 11,055 "," 10,829 ", 716.985 
31,147,Nebraska,Richardson County," 8,363 "," 8,094 ", 551.840 
31,149,Nebraska,Rock County," 1,526 "," 1,381 "," 1,008.318 "
31,151,Nebraska,Saline County," 14,200 "," 14,282 ", 574.018 
31,153,Nebraska,Sarpy County," 158,840 "," 175,692 ", 238.990 
31,155,Nebraska,Saunders County," 20,780 "," 21,016 ", 750.234 
31,157,Nebraska,Scotts Bluff County," 36,970 "," 36,261 ", 739.401 
31,159,Nebraska,Seward County," 16,750 "," 17,110 ", 571.428 
31,161,Nebraska,Sheridan County," 5,469 "," 5,220 "," 2,440.862 "
31,163,Nebraska,Sherman County," 3,152 "," 3,091 ", 565.828 
31,165,Nebraska,Sioux County," 1,311 "," 1,260 "," 2,066.740 "
31,167,Nebraska,Stanton County," 6,129 "," 5,937 ", 427.949 
31,169,Nebraska,Thayer County," 5,228 "," 5,163 ", 573.807 
31,171,Nebraska,Thomas County, 647 , 684 , 713.236 
31,173,Nebraska,Thurston County," 6,940 "," 7,064 ", 393.584 
31,175,Nebraska,Valley County," 4,260 "," 4,154 ", 568.048 
31,177,Nebraska,Washington County," 20,234 "," 20,248 ", 389.958 
31,179,Nebraska,Wayne County," 9,595 "," 9,367 ", 442.915 
31,181,Nebraska,Webster County," 3,812 "," 3,625 ", 574.913 
31,183,Nebraska,Wheeler County, 818 , 750 , 575.182 
31,185,Nebraska,York County," 13,665 "," 13,806 ", 572.510 
32,001,Nevada,Churchill County," 24,877 "," 24,200 "," 4,930.458 "
32,003,Nevada,Clark County," 1,951,269 "," 2,114,801 "," 7,891.431 "
32,005,Nevada,Douglas County," 46,997 "," 47,710 ", 709.719 
32,007,Nevada,Elko County," 48,818 "," 51,935 "," 17,169.834 "
32,009,Nevada,Esmeralda County, 783 , 829 ," 3,581.876 "
32,011,Nevada,Eureka County," 1,987 "," 2,016 "," 4,175.684 "
32,013,Nevada,Humboldt County," 16,528 "," 17,019 "," 9,640.757 "
32,015,Nevada,Lander County," 5,775 "," 5,903 "," 5,490.105 "
32,017,Nevada,Lincoln County," 5,345 "," 5,036 "," 10,633.202 "
32,019,Nevada,Lyon County," 51,980 "," 52,585 "," 2,001.187 "
32,021,Nevada,Mineral County," 4,772 "," 4,478 "," 3,752.844 "
32,023,Nevada,Nye County," 43,946 "," 42,477 "," 18,181.924 "
32,027,Nevada,Pershing County," 6,753 "," 6,634 "," 6,036.563 "
32,029,Nevada,Storey County," 4,010 "," 3,987 ", 262.920 
32,031,Nevada,Washoe County," 421,407 "," 446,903 "," 6,302.366 "
32,033,Nevada,White Pine County," 10,030 "," 9,811 "," 8,875.648 "
32,510,Nevada,Carson City," 55,274 "," 54,521 ", 144.662 
33,001,New Hampshire,Belknap County," 60,088 "," 60,641 ", 400.232 
33,003,New Hampshire,Carroll County," 47,818 "," 47,285 ", 931.061 
33,005,New Hampshire,Cheshire County," 77,117 "," 75,909 ", 706.660 
33,007,New Hampshire,Coos County," 33,055 "," 31,212 "," 1,794.685 "
33,009,New Hampshire,Grafton County," 89,118 "," 89,320 "," 1,708.749 "
33,011,New Hampshire,Hillsborough County," 400,721 "," 406,678 ", 876.139 
33,013,New Hampshire,Merrimack County," 146,445 "," 147,994 ", 934.116 
33,015,New Hampshire,Rockingham County," 295,223 "," 301,777 ", 694.720 
33,017,New Hampshire,Strafford County," 123,143 "," 126,825 ", 368.975 
33,019,New Hampshire,Sullivan County," 43,742 "," 42,967 ", 537.313 
34,001,New Jersey,Atlantic County," 274,549 "," 274,219 ", 555.704 
34,003,New Jersey,Bergen County," 905,116 "," 938,506 ", 233.009 
34,005,New Jersey,Burlington County," 448,734 "," 450,226 ", 798.576 
34,007,New Jersey,Camden County," 513,657 "," 510,923 ", 221.263 
34,009,New Jersey,Cape May County," 97,265 "," 94,727 ", 251.425 
34,011,New Jersey,Cumberland County," 156,898 "," 155,854 ", 483.703 
34,013,New Jersey,Essex County," 783,969 "," 797,434 ", 126.212 
34,015,New Jersey,Gloucester County," 288,288 "," 291,479 ", 322.005 
34,017,New Jersey,Hudson County," 634,266 "," 674,836 ", 46.191 
34,019,New Jersey,Hunterdon County," 128,349 "," 125,488 ", 427.819 
34,021,New Jersey,Mercer County," 366,513 "," 371,398 ", 224.557 
34,023,New Jersey,Middlesex County," 809,858 "," 840,900 ", 308.914 
34,025,New Jersey,Monmouth County," 630,380 "," 628,715 ", 468.793 
34,027,New Jersey,Morris County," 492,276 "," 499,509 ", 460.177 
34,029,New Jersey,Ocean County," 576,567 "," 588,721 ", 628.781 
34,031,New Jersey,Passaic County," 501,226 "," 510,916 ", 184.593 
34,033,New Jersey,Salem County," 66,083 "," 64,180 ", 331.899 
34,035,New Jersey,Somerset County," 323,444 "," 333,654 ", 301.813 
34,037,New Jersey,Sussex County," 149,265 "," 143,673 ", 519.014 
34,039,New Jersey,Union County," 536,499 "," 555,786 ", 102.855 
34,041,New Jersey,Warren County," 108,692 "," 106,869 ", 356.918 
35,001,New Mexico,Bernalillo County," 662,564 "," 676,685 "," 1,160.828 "
35,003,New Mexico,Catron County," 3,725 "," 3,456 "," 6,923.690 "
35,005,New Mexico,Chaves County," 65,645 "," 65,764 "," 6,065.275 "
35,006,New Mexico,Cibola County," 27,213 "," 27,329 "," 4,539.480 "
35,007,New Mexico,Colfax County," 13,750 "," 12,414 "," 3,758.060 "
35,009,New Mexico,Curry County," 48,376 "," 50,398 "," 1,404.797 "
35,011,New Mexico,De Baca County," 2,022 "," 1,828 "," 2,322.623 "
35,013,New Mexico,Doña Ana County," 209,233 "," 214,295 "," 3,807.511 "
35,015,New Mexico,Eddy County," 53,829 "," 57,578 "," 4,175.726 "
35,017,New Mexico,Grant County," 29,514 "," 28,609 "," 3,961.625 "
35,019,New Mexico,Guadalupe County," 4,687 "," 4,371 "," 3,030.482 "
35,021,New Mexico,Harding County, 695 , 698 ," 2,125.442 "
35,023,New Mexico,Hidalgo County," 4,894 "," 4,423 "," 3,436.861 "
35,025,New Mexico,Lea County," 64,727 "," 71,180 "," 4,390.932 "
35,027,New Mexico,Lincoln County," 20,497 "," 19,420 "," 4,831.091 "
35,028,New Mexico,Los Alamos County," 17,950 "," 17,785 ", 109.167 
35,029,New Mexico,Luna County," 25,095 "," 24,518 "," 2,965.188 "
35,031,New Mexico,McKinley County," 71,492 "," 76,708 "," 5,449.809 "
35,033,New Mexico,Mora County," 4,881 "," 4,596 "," 1,931.274 "
35,035,New Mexico,Otero County," 63,797 "," 64,362 "," 6,613.209 "
35,037,New Mexico,Quay County," 9,041 "," 8,455 "," 2,874.349 "
35,039,New Mexico,Rio Arriba County," 40,246 "," 39,465 "," 5,860.837 "
35,041,New Mexico,Roosevelt County," 19,846 "," 19,120 "," 2,447.431 "
35,043,New Mexico,Sandoval County," 131,561 "," 139,394 "," 3,710.650 "
35,045,New Mexico,San Juan County," 130,044 "," 118,737 "," 5,513.067 "
35,047,New Mexico,San Miguel County," 29,393 "," 27,967 "," 4,715.821 "
35,049,New Mexico,Santa Fe County," 144,170 "," 148,686 "," 1,909.414 "
35,051,New Mexico,Sierra County," 11,988 "," 11,282 "," 4,178.956 "
35,053,New Mexico,Socorro County," 17,866 "," 17,256 "," 6,646.679 "
35,055,New Mexico,Taos County," 32,937 "," 32,907 "," 2,203.110 "
35,057,New Mexico,Torrance County," 16,383 "," 15,485 "," 3,344.845 "
35,059,New Mexico,Union County," 4,549 "," 4,201 "," 3,823.744 "
35,061,New Mexico,Valencia County," 76,569 "," 75,737 "," 1,066.175 "
36,001,New York,Albany County," 304,204 "," 309,381 ", 522.804 
36,003,New York,Allegany County," 48,946 "," 47,462 "," 1,029.308 "
36,005,New York,Bronx County," 1,385,108 "," 1,455,444 ", 42.096 
36,007,New York,Broome County," 200,600 "," 196,567 ", 705.766 
36,009,New York,Cattaraugus County," 80,317 "," 77,922 "," 1,308.350 "
36,011,New York,Cayuga County," 80,026 "," 78,288 ", 691.582 
36,013,New York,Chautauqua County," 134,905 "," 130,779 "," 1,060.226 "
36,015,New York,Chemung County," 88,830 "," 87,071 ", 407.352 
36,017,New York,Chenango County," 50,477 "," 48,844 ", 893.548 
36,019,New York,Clinton County," 82,128 "," 81,251 "," 1,037.852 "
36,021,New York,Columbia County," 63,096 "," 61,509 ", 634.705 
36,023,New York,Cortland County," 49,336 "," 48,494 ", 498.760 
36,025,New York,Delaware County," 47,980 "," 46,053 "," 1,442.440 "
36,027,New York,Dutchess County," 297,488 "," 295,754 ", 795.630 
36,029,New York,Erie County," 919,040 "," 922,578 "," 1,042.693 "
36,031,New York,Essex County," 39,370 "," 38,478 "," 1,794.228 "
36,033,New York,Franklin County," 51,599 "," 50,660 "," 1,629.119 "
36,035,New York,Fulton County," 55,531 "," 53,992 ", 495.469 
36,037,New York,Genesee County," 60,079 "," 58,937 ", 492.936 
36,039,New York,Greene County," 49,221 "," 47,625 ", 647.161 
36,041,New York,Hamilton County," 4,836 "," 4,712 "," 1,717.373 "
36,043,New York,Herkimer County," 64,519 "," 63,100 "," 1,411.470 "
36,045,New York,Jefferson County," 116,229 "," 117,635 "," 1,268.590 "
36,047,New York,Kings County," 2,504,700 "," 2,636,735 ", 70.816 
36,049,New York,Lewis County," 27,087 "," 26,957 "," 1,274.679 "
36,051,New York,Livingston County," 65,393 "," 64,717 ", 631.763 
36,053,New York,Madison County," 73,442 "," 71,849 ", 654.842 
36,055,New York,Monroe County," 744,344 "," 749,600 ", 657.205 
36,057,New York,Montgomery County," 50,219 "," 49,642 ", 403.043 
36,059,New York,Nassau County," 1,339,532 "," 1,361,350 ", 284.716 
36,061,New York,New York County," 1,585,873 "," 1,644,518 ", 22.829 
36,063,New York,Niagara County," 216,469 "," 212,652 ", 522.359 
36,065,New York,Oneida County," 234,878 "," 232,500 "," 1,212.429 "
36,067,New York,Onondaga County," 467,026 "," 468,463 ", 778.390 
36,069,New York,Ontario County," 107,931 "," 109,561 ", 644.065 
36,071,New York,Orange County," 372,813 "," 377,647 ", 811.686 
36,073,New York,Orleans County," 42,883 "," 41,582 ", 391.259 
36,075,New York,Oswego County," 122,109 "," 120,146 ", 951.650 
36,077,New York,Otsego County," 62,259 "," 60,636 "," 1,001.700 "
36,079,New York,Putnam County," 99,710 "," 99,042 ", 230.312 
36,081,New York,Queens County," 2,230,722 "," 2,339,150 ", 108.532 
36,083,New York,Rensselaer County," 159,429 "," 160,266 ", 652.431 
36,085,New York,Richmond County," 468,730 "," 474,558 ", 58.370 
36,087,New York,Rockland County," 311,687 "," 326,037 ", 173.550 
36,089,New York,St. Lawrence County," 111,944 "," 111,007 "," 2,680.377 "
36,091,New York,Saratoga County," 219,607 "," 226,249 ", 809.984 
36,093,New York,Schenectady County," 154,727 "," 154,604 ", 204.516 
36,095,New York,Schoharie County," 32,749 "," 31,330 ", 621.819 
36,097,New York,Schuyler County," 18,343 "," 18,186 ", 328.333 
36,099,New York,Seneca County," 35,251 "," 34,833 ", 323.705 
36,101,New York,Steuben County," 98,990 "," 97,631 "," 1,390.559 "
36,103,New York,Suffolk County," 1,493,350 "," 1,501,587 ", 912.051 
36,105,New York,Sullivan County," 77,547 "," 74,877 ", 968.132 
36,107,New York,Tioga County," 51,125 "," 49,453 ", 518.602 
36,109,New York,Tompkins County," 101,564 "," 104,926 ", 474.649 
36,111,New York,Ulster County," 182,493 "," 180,143 "," 1,124.235 "
36,113,New York,Warren County," 65,707 "," 64,688 ", 866.952 
36,115,New York,Washington County," 63,216 "," 62,230 ", 831.184 
36,117,New York,Wayne County," 93,772 "," 91,446 ", 603.826 
36,119,New York,Westchester County," 949,113 "," 976,396 ", 430.497 
36,121,New York,Wyoming County," 42,155 "," 41,013 ", 592.746 
36,123,New York,Yates County," 25,348 "," 25,048 ", 338.143 
37,001,North Carolina,Alamance County," 151,131 "," 158,276 ", 423.943 
37,003,North Carolina,Alexander County," 37,198 "," 37,325 ", 259.994 
37,005,North Carolina,Alleghany County," 11,155 "," 10,837 ", 235.059 
37,007,North Carolina,Anson County," 26,948 "," 25,759 ", 531.452 
37,009,North Carolina,Ashe County," 27,281 "," 27,020 ", 426.135 
37,011,North Carolina,Avery County," 17,797 "," 17,689 ", 247.087 
37,013,North Carolina,Beaufort County," 47,759 "," 47,651 ", 827.192 
37,015,North Carolina,Bertie County," 21,282 "," 20,199 ", 699.270 
37,017,North Carolina,Bladen County," 35,190 "," 34,318 ", 874.328 
37,019,North Carolina,Brunswick County," 107,431 "," 122,765 ", 846.973 
37,021,North Carolina,Buncombe County," 238,318 "," 253,178 ", 656.672 
37,023,North Carolina,Burke County," 90,912 "," 88,842 ", 507.099 
37,025,North Carolina,Cabarrus County," 178,011 "," 196,762 ", 361.749 
37,027,North Carolina,Caldwell County," 83,029 "," 81,287 ", 471.566 
37,029,North Carolina,Camden County," 9,980 "," 10,309 ", 240.556 
37,031,North Carolina,Carteret County," 66,469 "," 68,879 ", 506.251 
37,033,North Carolina,Caswell County," 23,719 "," 22,941 ", 424.922 
37,035,North Carolina,Catawba County," 154,358 "," 155,056 ", 398.721 
37,037,North Carolina,Chatham County," 63,505 "," 70,928 ", 682.185 
37,039,North Carolina,Cherokee County," 27,444 "," 27,178 ", 455.426 
37,041,North Carolina,Chowan County," 14,793 "," 14,394 ", 172.473 
37,043,North Carolina,Clay County," 10,587 "," 10,703 ", 214.751 
37,045,North Carolina,Cleveland County," 98,078 "," 96,879 ", 464.252 
37,047,North Carolina,Columbus County," 58,098 "," 56,694 ", 937.293 
37,049,North Carolina,Craven County," 103,505 "," 103,451 ", 708.958 
37,051,North Carolina,Cumberland County," 319,431 "," 323,838 ", 652.315 
37,053,North Carolina,Currituck County," 23,547 "," 25,263 ", 261.852 
37,055,North Carolina,Dare County," 33,920 "," 35,663 ", 383.420 
37,057,North Carolina,Davidson County," 162,878 "," 164,622 ", 552.675 
37,059,North Carolina,Davie County," 41,240 "," 41,753 ", 264.105 
37,061,North Carolina,Duplin County," 58,505 "," 59,159 ", 816.219 
37,063,North Carolina,Durham County," 267,587 "," 300,952 ", 285.975 
37,065,North Carolina,Edgecombe County," 56,552 "," 54,150 ", 505.336 
37,067,North Carolina,Forsyth County," 350,670 "," 369,019 ", 408.148 
37,069,North Carolina,Franklin County," 60,619 "," 63,710 ", 491.682 
37,071,North Carolina,Gaston County," 206,086 "," 213,442 ", 356.027 
37,073,North Carolina,Gates County," 12,197 "," 11,431 ", 340.445 
37,075,North Carolina,Graham County," 8,861 "," 8,616 ", 292.079 
37,077,North Carolina,Granville County," 59,916 "," 58,674 ", 531.570 
37,079,North Carolina,Greene County," 21,362 "," 21,134 ", 265.928 
37,081,North Carolina,Guilford County," 488,406 "," 517,600 ", 645.704 
37,083,North Carolina,Halifax County," 54,691 "," 52,456 ", 724.086 
37,085,North Carolina,Harnett County," 114,678 "," 128,140 ", 594.987 
37,087,North Carolina,Haywood County," 59,036 "," 59,868 ", 553.692 
37,089,North Carolina,Henderson County," 106,740 "," 112,655 ", 373.068 
37,091,North Carolina,Hertford County," 24,669 "," 24,184 ", 353.060 
37,093,North Carolina,Hoke County," 46,952 "," 52,671 ", 390.744 
37,095,North Carolina,Hyde County," 5,810 "," 5,526 ", 612.700 
37,097,North Carolina,Iredell County," 159,437 "," 169,866 ", 573.833 
37,099,North Carolina,Jackson County," 40,271 "," 41,265 ", 490.755 
37,101,North Carolina,Johnston County," 168,878 "," 185,660 ", 791.299 
37,103,North Carolina,Jones County," 10,153 "," 10,013 ", 470.708 
37,105,North Carolina,Lee County," 57,866 "," 59,660 ", 254.959 
37,107,North Carolina,Lenoir County," 59,495 "," 58,106 ", 400.591 
37,109,North Carolina,Lincoln County," 78,265 "," 81,035 ", 297.938 
37,111,North Carolina,McDowell County," 44,996 "," 44,989 ", 440.608 
37,113,North Carolina,Macon County," 33,922 "," 34,201 ", 515.558 
37,115,North Carolina,Madison County," 20,764 "," 21,139 ", 449.570 
37,117,North Carolina,Martin County," 24,505 "," 23,357 ", 461.217 
37,119,North Carolina,Mecklenburg County," 919,628 "," 1,034,070 ", 523.842 
37,121,North Carolina,Mitchell County," 15,579 "," 15,246 ", 221.425 
37,123,North Carolina,Montgomery County," 27,798 "," 27,548 ", 491.760 
37,125,North Carolina,Moore County," 88,247 "," 94,352 ", 697.843 
37,127,North Carolina,Nash County," 95,840 "," 93,919 ", 540.407 
37,129,North Carolina,New Hanover County," 202,667 "," 220,358 ", 191.534 
37,131,North Carolina,Northampton County," 22,099 "," 20,426 ", 536.589 
37,133,North Carolina,Onslow County," 177,772 "," 186,311 ", 762.744 
37,135,North Carolina,Orange County," 133,801 "," 141,354 ", 397.958 
37,137,North Carolina,Pamlico County," 13,144 "," 12,781 ", 336.537 
37,139,North Carolina,Pasquotank County," 40,661 "," 39,829 ", 226.880 
37,141,North Carolina,Pender County," 52,217 "," 57,611 ", 869.795 
37,143,North Carolina,Perquimans County," 13,453 "," 13,440 ", 247.089 
37,145,North Carolina,Person County," 39,464 "," 39,259 ", 392.322 
37,147,North Carolina,Pitt County," 168,148 "," 175,842 ", 651.975 
37,149,North Carolina,Polk County," 20,510 "," 20,366 ", 237.789 
37,151,North Carolina,Randolph County," 141,752 "," 142,799 ", 782.517 
37,153,North Carolina,Richmond County," 46,639 "," 45,437 ", 473.821 
37,155,North Carolina,Robeson County," 134,168 "," 134,197 ", 949.221 
37,157,North Carolina,Rockingham County," 93,643 "," 91,758 ", 565.551 
37,159,North Carolina,Rowan County," 138,428 "," 139,142 ", 511.374 
37,161,North Carolina,Rutherford County," 67,810 "," 66,390 ", 564.151 
37,163,North Carolina,Sampson County," 63,431 "," 63,724 ", 944.740 
37,165,North Carolina,Scotland County," 36,157 "," 35,509 ", 318.845 
37,167,North Carolina,Stanly County," 60,585 "," 60,714 ", 395.086 
37,169,North Carolina,Stokes County," 47,401 "," 46,351 ", 448.857 
37,171,North Carolina,Surry County," 73,673 "," 72,743 ", 532.166 
37,173,North Carolina,Swain County," 13,981 "," 14,434 ", 527.996 
37,175,North Carolina,Transylvania County," 33,090 "," 33,211 ", 378.528 
37,177,North Carolina,Tyrrell County," 4,407 "," 4,070 ", 389.035 
37,179,North Carolina,Union County," 201,292 "," 222,742 ", 631.520 
37,181,North Carolina,Vance County," 45,422 "," 44,568 ", 253.517 
37,183,North Carolina,Wake County," 900,993 "," 1,024,198 ", 835.219 
37,185,North Carolina,Warren County," 20,972 "," 20,155 ", 428.456 
37,187,North Carolina,Washington County," 13,228 "," 12,385 ", 348.135 
37,189,North Carolina,Watauga County," 51,079 "," 52,906 ", 312.556 
37,191,North Carolina,Wayne County," 122,623 "," 124,132 ", 553.087 
37,193,North Carolina,Wilkes County," 69,340 "," 68,502 ", 754.278 
37,195,North Carolina,Wilson County," 81,234 "," 81,714 ", 368.174 
37,197,North Carolina,Yadkin County," 38,406 "," 37,585 ", 334.829 
37,199,North Carolina,Yancey County," 17,818 "," 17,587 ", 312.597 
